C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
R262B,R195,05-00-00,161/YANKEE STAD,4BD,IRT,04/28/2017,16:22:00,REGULAR,23928,5459
R262B,R195,05-00-00,161/YANKEE STAD,4BD,IRT,04/28/2017,20:22:00,REGULAR,23931,5499
R262B,R195,05-00-01,161/YANKEE STAD,4BD,IRT,04/28/2017,00:22:00,REGULAR,526860,69350
R262B,R195,05-00-01,161/YANKEE STAD,4BD,IRT,04/28/2017,04:22:00,REGULAR,526860,69350
R262B,R195,05-00-01,161/YANKEE STAD,4BD,IRT,04/28/2017,08:22:00,REGULAR,526860,69350
R262B,R195,05-00-01,161/YANKEE STAD,4BD,IRT,04/28/2017,12:22:00,REGULAR,526860,69350
R262B,R195,05-00-01,161/YANKEE STAD,4BD,IRT,04/28/2017,16:22:00,REGULAR,526860,69350
R262B,R195,05-00-01,161/YANKEE STAD,4BD,IRT,04/28/2017,20:22:00,REGULAR,526866,69373
R262B,R195,05-00-02,161/YANKEE STAD,4BD,IRT,04/28/2017,00:22:00,REGULAR,174625,61326
R262B,R195,05-00-02,161/YANKEE STAD,4BD,IRT,04/28/2017,04:22:00,REGULAR,174625,61326
R262B,R195,05-00-02,161/YANKEE STAD,4BD,IRT,04/28/2017,08:22:00,REGULAR,174625,61326
R262B,R195,05-00-02,161/YANKEE STAD,4BD,IRT,04/28/2017,12:22:00,REGULAR,174625,61326
R262B,R195,05-00-02,161/YANKEE STAD,4BD,IRT,04/28/2017,16:22:00,REGULAR,174625,61326
R262B,R195,05-00-02,161/YANKEE STAD,4BD,IRT,04/28/2017,20:22:00,REGULAR,174637,61380
R262B,R195,05-00-03,161/YANKEE STAD,4BD,IRT,04/28/2017,00:22:00,REGULAR,178269,123244
R262B,R195,05-00-03,161/YANKEE STAD,4BD,IRT,04/28/2017,04:22:00,REGULAR,178269,123244
R262B,R195,05-00-03,161/YANKEE STAD,4BD,IRT,04/28/2017,08:22:00,REGULAR,178269,123244
R262B,R195,05-00-03,161/YANKEE STAD,4BD,IRT,04/28/2017,12:22:00,REGULAR,178269,123244
R262B,R195,05-00-03,161/YANKEE STAD,4BD,IRT,04/28/2017,16:22:00,REGULAR,178269,123244
R262B,R195,05-00-03,161/YANKEE STAD,4BD,IRT,04/28/2017,20:22:00,REGULAR,178282,123350
R262B,R195,05-00-04,161/YANKEE STAD,4BD,IRT,04/28/2017,00:22:00,REGULAR,639916,577674
R262B,R195,05-00-04,161/YANKEE STAD,4BD,IRT,04/28/2017,04:22:00,REGULAR,639916,577674
R262B,R195,05-00-04,161/YANKEE STAD,4BD,IRT,04/28/2017,08:22:00,REGULAR,639916,577674
R262B,R195,05-00-04,161/YANKEE STAD,4BD,IRT,04/28/2017,12:22:00,REGULAR,639916,577674
R262B,R195,05-00-04,161/YANKEE STAD,4BD,IRT,04/28/2017,16:22:00,REGULAR,639916,577674
R262B,R195,05-00-04,161/YANKEE STAD,4BD,IRT,04/28/2017,20:22:00,REGULAR,639928,577880
R262B,R195,05-00-05,161/YANKEE STAD,4BD,IRT,04/28/2017,00:22:00,REGULAR,188363,434901
R262B,R195,05-00-05,161/YANKEE STAD,4BD,IRT,04/28/2017,04:22:00,REGULAR,188363,434901
R262B,R195,05-00-05,161/YANKEE STAD,4BD,IRT,04/28/2017,08:22:00,REGULAR,188363,434901
R262B,R195,05-00-05,161/YANKEE STAD,4BD,IRT,04/28/2017,12:22:00,REGULAR,188363,434901
R262B,R195,05-00-05,161/YANKEE STAD,4BD,IRT,04/28/2017,16:22:00,REGULAR,188363,434901
R262B,R195,05-00-05,161/YANKEE STAD,4BD,IRT,04/28/2017,20:22:00,REGULAR,188372,435225
R283,R221,00-00-00,167 ST,4,IRT,04/28/2017,00:00:00,REGULAR,4112449,8354167
R283,R221,00-00-00,167 ST,4,IRT,04/28/2017,04:00:00,REGULAR,4112469,8354372
R283,R221,00-00-00,167 ST,4,IRT,04/28/2017,08:00:00,REGULAR,4113128,8354660
R283,R221,00-00-00,167 ST,4,IRT,04/28/2017,12:00:00,REGULAR,4113705,8355333
R283,R221,00-00-00,167 ST,4,IRT,04/28/2017,16:00:00,REGULAR,4114038,8356200
R283,R221,00-00-00,167 ST,4,IRT,04/28/2017,20:00:00,REGULAR,4114382,8357551
R283,R221,00-00-01,167 ST,4,IRT,04/28/2017,00:00:00,REGULAR,2010059,2446793
R283,R221,00-00-01,167 ST,4,IRT,04/28/2017,04:00:00,REGULAR,2010093,2446872
R283,R221,00-00-01,167 ST,4,IRT,04/28/2017,08:00:00,REGULAR,2010750,2447020
R283,R221,00-00-01,167 ST,4,IRT,04/28/2017,12:00:00,REGULAR,2011351,2447383
R283,R221,00-00-01,167 ST,4,IRT,04/28/2017,16:00:00,REGULAR,2011806,2447940
R283,R221,00-00-01,167 ST,4,IRT,04/28/2017,20:00:00,REGULAR,2012181,2448884
R283,R221,00-00-02,167 ST,4,IRT,04/28/2017,00:00:00,REGULAR,14020472,8526767
R283,R221,00-00-02,167 ST,4,IRT,04/28/2017,04:00:00,REGULAR,14020503,8526822
R283,R221,00-00-02,167 ST,4,IRT,04/28/2017,08:00:00,REGULAR,14021138,8526910
R283,R221,00-00-02,167 ST,4,IRT,04/28/2017,12:00:00,REGULAR,14021787,8527129
R283,R221,00-00-02,167 ST,4,IRT,04/28/2017,16:00:00,REGULAR,14022326,8527491
R283,R221,00-00-02,167 ST,4,IRT,04/28/2017,20:00:00,REGULAR,14022758,8528166
R283,R221,00-00-03,167 ST,4,IRT,04/28/2017,00:00:00,REGULAR,11913155,4716460
R283,R221,00-00-03,167 ST,4,IRT,04/28/2017,04:00:00,REGULAR,11913211,4716516
R283,R221,00-00-03,167 ST,4,IRT,04/28/2017,08:00:00,REGULAR,11914100,4716598
R283,R221,00-00-03,167 ST,4,IRT,04/28/2017,12:00:00,REGULAR,11914989,4716773
R283,R221,00-00-03,167 ST,4,IRT,04/28/2017,16:00:00,REGULAR,11915662,4717062
R283,R221,00-00-03,167 ST,4,IRT,04/28/2017,20:00:00,REGULAR,11916259,4717576
R284,R243,00-00-00,170 ST,4,IRT,04/28/2017,00:00:00,REGULAR,2117955,1415772
R284,R243,00-00-00,170 ST,4,IRT,04/28/2017,04:00:00,REGULAR,2117990,1415830
R284,R243,00-00-00,170 ST,4,IRT,04/28/2017,08:00:00,REGULAR,2118648,1415988
R284,R243,00-00-00,170 ST,4,IRT,04/28/2017,12:00:00,REGULAR,2119191,1416309
R284,R243,00-00-00,170 ST,4,IRT,04/28/2017,16:00:00,REGULAR,2119598,1416692
R284,R243,00-00-00,170 ST,4,IRT,04/28/2017,20:00:00,REGULAR,2119909,1417179
R284,R243,00-00-01,170 ST,4,IRT,04/28/2017,00:00:00,REGULAR,3045887,2016349
R284,R243,00-00-01,170 ST,4,IRT,04/28/2017,04:00:00,REGULAR,3045914,2016412
R284,R243,00-00-01,170 ST,4,IRT,04/28/2017,08:00:00,REGULAR,3046476,2016514
R284,R243,00-00-01,170 ST,4,IRT,04/28/2017,12:00:00,REGULAR,3047026,2016789
R284,R243,00-00-01,170 ST,4,IRT,04/28/2017,16:00:00,REGULAR,3047511,2017134
R284,R243,00-00-01,170 ST,4,IRT,04/28/2017,20:00:00,REGULAR,3047919,2017677
R284,R243,00-00-02,170 ST,4,IRT,04/28/2017,00:00:00,REGULAR,10200963,7400927
R284,R243,00-00-02,170 ST,4,IRT,04/28/2017,04:00:00,REGULAR,10200997,7400992
R284,R243,00-00-02,170 ST,4,IRT,04/28/2017,08:00:00,REGULAR,10201574,7401127
R284,R243,00-00-02,170 ST,4,IRT,04/28/2017,12:00:00,REGULAR,10202213,7401342
R284,R243,00-00-02,170 ST,4,IRT,04/28/2017,16:00:00,REGULAR,10202757,7401703
R284,R243,00-00-02,170 ST,4,IRT,04/28/2017,20:00:00,REGULAR,10203195,7402268
R284,R243,00-00-03,170 ST,4,IRT,04/28/2017,00:00:00,REGULAR,5661272,4358604
R284,R243,00-00-03,170 ST,4,IRT,04/28/2017,04:00:00,REGULAR,5661304,4358786
R284,R243,00-00-03,170 ST,4,IRT,04/28/2017,08:00:00,REGULAR,5662012,4358977
R284,R243,00-00-03,170 ST,4,IRT,04/28/2017,12:00:00,REGULAR,5662780,4359287
R284,R243,00-00-03,170 ST,4,IRT,04/28/2017,16:00:00,REGULAR,5663445,4359733
R284,R243,00-00-03,170 ST,4,IRT,04/28/2017,20:00:00,REGULAR,5664009,4360425
R285,R308,00-00-00,MT EDEN AV,4,IRT,04/28/2017,00:00:00,REGULAR,4049995,4094465
R285,R308,00-00-00,MT EDEN AV,4,IRT,04/28/2017,04:00:00,REGULAR,4050013,4094561
R285,R308,00-00-00,MT EDEN AV,4,IRT,04/28/2017,08:00:00,REGULAR,4050375,4094720
R285,R308,00-00-00,MT EDEN AV,4,IRT,04/28/2017,12:00:00,REGULAR,4050771,4094933
R285,R308,00-00-00,MT EDEN AV,4,IRT,04/28/2017,16:00:00,REGULAR,4051101,4095175
R285,R308,00-00-00,MT EDEN AV,4,IRT,04/28/2017,20:00:00,REGULAR,4051442,4095557
R285,R308,00-00-01,MT EDEN AV,4,IRT,04/28/2017,00:00:00,REGULAR,57259,49498
R285,R308,00-00-01,MT EDEN AV,4,IRT,04/28/2017,04:00:00,REGULAR,57280,49556
R285,R308,00-00-01,MT EDEN AV,4,IRT,04/28/2017,08:00:00,REGULAR,57613,49649
R285,R308,00-00-01,MT EDEN AV,4,IRT,04/28/2017,12:00:00,REGULAR,57975,49826
R285,R308,00-00-01,MT EDEN AV,4,IRT,04/28/2017,16:00:00,REGULAR,58255,50063
R285,R308,00-00-01,MT EDEN AV,4,IRT,04/28/2017,20:00:00,REGULAR,58518,50381
R285,R308,00-00-02,MT EDEN AV,4,IRT,04/28/2017,00:00:00,REGULAR,381133,234366
R285,R308,00-00-02,MT EDEN AV,4,IRT,04/28/2017,04:00:00,REGULAR,381165,234393
R285,R308,00-00-02,MT EDEN AV,4,IRT,04/28/2017,08:00:00,REGULAR,381537,234496
R285,R308,00-00-02,MT EDEN AV,4,IRT,04/28/2017,12:00:00,REGULAR,381938,234644
R285,R308,00-00-02,MT EDEN AV,4,IRT,04/28/2017,16:00:00,REGULAR,382248,234822
R285,R308,00-00-02,MT EDEN AV,4,IRT,04/28/2017,20:00:00,REGULAR,382527,235032
R285,R308,00-00-03,MT EDEN AV,4,IRT,04/28/2017,00:00:00,REGULAR,4371615,2023644
R285,R308,00-00-03,MT EDEN AV,4,IRT,04/28/2017,04:00:00,REGULAR,4371640,2023668
R285,R308,00-00-03,MT EDEN AV,4,IRT,04/28/2017,08:00:00,REGULAR,4372021,2023739
R285,R308,00-00-03,MT EDEN AV,4,IRT,04/28/2017,12:00:00,REGULAR,4372450,2023907
R285,R308,00-00-03,MT EDEN AV,4,IRT,04/28/2017,16:00:00,REGULAR,4372776,2024069
R285,R308,00-00-03,MT EDEN AV,4,IRT,04/28/2017,20:00:00,REGULAR,4373070,2024254
R286,R309,00-00-00,176 ST,4,IRT,04/28/2017,00:00:00,REGULAR,333328,298222
R286,R309,00-00-00,176 ST,4,IRT,04/28/2017,04:00:00,REGULAR,333349,298239
R286,R309,00-00-00,176 ST,4,IRT,04/28/2017,08:00:00,REGULAR,333723,298334
R286,R309,00-00-00,176 ST,4,IRT,04/28/2017,12:00:00,REGULAR,334187,298510
R286,R309,00-00-00,176 ST,4,IRT,04/28/2017,16:00:00,REGULAR,334466,298717
R286,R309,00-00-00,176 ST,4,IRT,04/28/2017,20:00:00,REGULAR,334776,299018
R286,R309,00-00-01,176 ST,4,IRT,04/28/2017,00:00:00,REGULAR,1154043,313107
R286,R309,00-00-01,176 ST,4,IRT,04/28/2017,04:00:00,REGULAR,1154061,313119
R286,R309,00-00-01,176 ST,4,IRT,04/28/2017,08:00:00,REGULAR,1154521,313181
R286,R309,00-00-01,176 ST,4,IRT,04/28/2017,12:00:00,REGULAR,1154966,313265
R286,R309,00-00-01,176 ST,4,IRT,04/28/2017,16:00:00,REGULAR,1155325,313365
R286,R309,00-00-01,176 ST,4,IRT,04/28/2017,20:00:00,REGULAR,1155626,313545
R286,R309,00-00-02,176 ST,4,IRT,04/28/2017,00:00:00,REGULAR,6544398,3578791
R286,R309,00-00-02,176 ST,4,IRT,04/28/2017,04:00:00,REGULAR,6544417,3578826
R286,R309,00-00-02,176 ST,4,IRT,04/28/2017,08:00:00,REGULAR,6544846,3578895
R286,R309,00-00-02,176 ST,4,IRT,04/28/2017,12:00:00,REGULAR,6545278,3578985
R286,R309,00-00-02,176 ST,4,IRT,04/28/2017,16:00:00,REGULAR,6545654,3579119
R286,R309,00-00-02,176 ST,4,IRT,04/28/2017,20:00:00,REGULAR,6545962,3579322
R286,R309,00-00-03,176 ST,4,IRT,04/28/2017,00:00:00,REGULAR,4941046,4331628
R286,R309,00-00-03,176 ST,4,IRT,04/28/2017,04:00:00,REGULAR,4941065,4331692
R286,R309,00-00-03,176 ST,4,IRT,04/28/2017,08:00:00,REGULAR,4941521,4331786
R286,R309,00-00-03,176 ST,4,IRT,04/28/2017,12:00:00,REGULAR,4942005,4331926
R286,R309,00-00-03,176 ST,4,IRT,04/28/2017,16:00:00,REGULAR,4942430,4332177
R286,R309,00-00-03,176 ST,4,IRT,04/28/2017,20:00:00,REGULAR,4942804,4332486
R287,R244,00-00-00,BURNSIDE AV,4,IRT,04/28/2017,00:00:00,REGULAR,292497,160389
R287,R244,00-00-00,BURNSIDE AV,4,IRT,04/28/2017,04:00:00,REGULAR,292530,160502
R287,R244,00-00-00,BURNSIDE AV,4,IRT,04/28/2017,08:00:00,REGULAR,293108,160616
R287,R244,00-00-00,BURNSIDE AV,4,IRT,04/28/2017,12:00:00,REGULAR,293746,160887
R287,R244,00-00-00,BURNSIDE AV,4,IRT,04/28/2017,16:00:00,REGULAR,294412,161138
R287,R244,00-00-00,BURNSIDE AV,4,IRT,04/28/2017,20:00:00,REGULAR,294873,161539
R287,R244,00-00-01,BURNSIDE AV,4,IRT,04/28/2017,00:00:00,REGULAR,6401567,1735386
R287,R244,00-00-01,BURNSIDE AV,4,IRT,04/28/2017,04:00:00,REGULAR,6401609,1735426
R287,R244,00-00-01,BURNSIDE AV,4,IRT,04/28/2017,08:00:00,REGULAR,6402246,1735465
R287,R244,00-00-01,BURNSIDE AV,4,IRT,04/28/2017,12:00:00,REGULAR,6402911,1735620
R287,R244,00-00-01,BURNSIDE AV,4,IRT,04/28/2017,16:00:00,REGULAR,6403505,1735788
R287,R244,00-00-01,BURNSIDE AV,4,IRT,04/28/2017,20:00:00,REGULAR,6404013,1736008
R287,R244,00-00-02,BURNSIDE AV,4,IRT,04/28/2017,00:00:00,REGULAR,4117731,719054
R287,R244,00-00-02,BURNSIDE AV,4,IRT,04/28/2017,04:00:00,REGULAR,4117751,719074
R287,R244,00-00-02,BURNSIDE AV,4,IRT,04/28/2017,08:00:00,REGULAR,4118307,719101
R287,R244,00-00-02,BURNSIDE AV,4,IRT,04/28/2017,12:00:00,REGULAR,4118910,719200
R287,R244,00-00-02,BURNSIDE AV,4,IRT,04/28/2017,16:00:00,REGULAR,4119465,719310
R287,R244,00-00-02,BURNSIDE AV,4,IRT,04/28/2017,20:00:00,REGULAR,4119863,719426
R287,R244,00-05-00,BURNSIDE AV,4,IRT,04/28/2017,00:00:00,REGULAR,2672834,4035277
R287,R244,00-05-00,BURNSIDE AV,4,IRT,04/28/2017,04:00:00,REGULAR,2672858,4035321
R287,R244,00-05-00,BURNSIDE AV,4,IRT,04/28/2017,08:00:00,REGULAR,2673397,4035381
R287,R244,00-05-00,BURNSIDE AV,4,IRT,04/28/2017,12:00:00,REGULAR,2673925,4035634
R287,R244,00-05-00,BURNSIDE AV,4,IRT,04/28/2017,16:00:00,REGULAR,2674533,4035901
R287,R244,00-05-00,BURNSIDE AV,4,IRT,04/28/2017,20:00:00,REGULAR,2675043,4036261
R287,R244,00-06-00,BURNSIDE AV,4,IRT,04/28/2017,00:00:00,REGULAR,2402328,5271885
R287,R244,00-06-00,BURNSIDE AV,4,IRT,04/28/2017,04:00:00,REGULAR,2402343,5271959
R287,R244,00-06-00,BURNSIDE AV,4,IRT,04/28/2017,08:00:00,REGULAR,2402738,5272025
R287,R244,00-06-00,BURNSIDE AV,4,IRT,04/28/2017,12:00:00,REGULAR,2403214,5272226
R287,R244,00-06-00,BURNSIDE AV,4,IRT,04/28/2017,16:00:00,REGULAR,2403611,5272596
R287,R244,00-06-00,BURNSIDE AV,4,IRT,04/28/2017,20:00:00,REGULAR,2403912,5273164
R288,R275,00-00-00,183 ST,4,IRT,04/28/2017,00:00:00,REGULAR,1780252494,1864295129
R288,R275,00-00-00,183 ST,4,IRT,04/28/2017,04:00:00,REGULAR,1780252517,1864295226
R288,R275,00-00-00,183 ST,4,IRT,04/28/2017,08:00:00,REGULAR,1780252967,1864295324
R288,R275,00-00-00,183 ST,4,IRT,04/28/2017,12:00:00,REGULAR,1780253415,1864295527
R288,R275,00-00-00,183 ST,4,IRT,04/28/2017,16:00:00,REGULAR,1780253723,1864295847
R288,R275,00-00-00,183 ST,4,IRT,04/28/2017,20:00:00,REGULAR,1780253999,1864296327
R288,R275,00-00-01,183 ST,4,IRT,04/28/2017,00:00:00,REGULAR,2837565,1602482
R288,R275,00-00-01,183 ST,4,IRT,04/28/2017,04:00:00,REGULAR,2837587,1602519
R288,R275,00-00-01,183 ST,4,IRT,04/28/2017,08:00:00,REGULAR,2838017,1602572
R288,R275,00-00-01,183 ST,4,IRT,04/28/2017,12:00:00,REGULAR,2838381,1602678
R288,R275,00-00-01,183 ST,4,IRT,04/28/2017,16:00:00,REGULAR,2838666,1602860
R288,R275,00-00-01,183 ST,4,IRT,04/28/2017,20:00:00,REGULAR,2838885,1603100
R288,R275,00-00-02,183 ST,4,IRT,04/28/2017,00:00:00,REGULAR,4330907,1718453
R288,R275,00-00-02,183 ST,4,IRT,04/28/2017,04:00:00,REGULAR,4330931,1718483
R288,R275,00-00-02,183 ST,4,IRT,04/28/2017,08:00:00,REGULAR,4331392,1718513
R288,R275,00-00-02,183 ST,4,IRT,04/28/2017,12:00:00,REGULAR,4331794,1718595
R288,R275,00-00-02,183 ST,4,IRT,04/28/2017,16:00:00,REGULAR,4332107,1718731
R288,R275,00-00-02,183 ST,4,IRT,04/28/2017,20:00:00,REGULAR,4332354,1718888
R288,R275,00-00-03,183 ST,4,IRT,04/28/2017,00:00:00,REGULAR,5505258,1422630
R288,R275,00-00-03,183 ST,4,IRT,04/28/2017,04:00:00,REGULAR,5505294,1422643
R288,R275,00-00-03,183 ST,4,IRT,04/28/2017,08:00:00,REGULAR,5505967,1422677
R288,R275,00-00-03,183 ST,4,IRT,04/28/2017,12:00:00,REGULAR,5506544,1422773
R288,R275,00-00-03,183 ST,4,IRT,04/28/2017,16:00:00,REGULAR,5506983,1422909
R288,R275,00-00-03,183 ST,4,IRT,04/28/2017,20:00:00,REGULAR,5507288,1423103
R289,R119,00-00-00,FORDHAM RD,4,IRT,04/28/2017,00:00:00,REGULAR,4562676,1053517
R289,R119,00-00-00,FORDHAM RD,4,IRT,04/28/2017,04:00:00,REGULAR,4562724,1053542
R289,R119,00-00-00,FORDHAM RD,4,IRT,04/28/2017,08:00:00,REGULAR,4563357,1053586
R289,R119,00-00-00,FORDHAM RD,4,IRT,04/28/2017,12:00:00,REGULAR,4564152,1053715
R289,R119,00-00-00,FORDHAM RD,4,IRT,04/28/2017,16:00:00,REGULAR,4564925,1053869
R289,R119,00-00-00,FORDHAM RD,4,IRT,04/28/2017,20:00:00,REGULAR,4565731,1054065
R289,R119,00-00-01,FORDHAM RD,4,IRT,04/28/2017,00:00:00,REGULAR,7696641,8863127
R289,R119,00-00-01,FORDHAM RD,4,IRT,04/28/2017,04:00:00,REGULAR,7696655,8863174
R289,R119,00-00-01,FORDHAM RD,4,IRT,04/28/2017,08:00:00,REGULAR,7697004,8863226
R289,R119,00-00-01,FORDHAM RD,4,IRT,04/28/2017,12:00:00,REGULAR,7697500,8863359
R289,R119,00-00-01,FORDHAM RD,4,IRT,04/28/2017,16:00:00,REGULAR,7698081,8863537
R289,R119,00-00-01,FORDHAM RD,4,IRT,04/28/2017,20:00:00,REGULAR,7698566,8863802
R289,R119,00-03-00,FORDHAM RD,4,IRT,04/28/2017,00:00:00,REGULAR,3445523,518260
R289,R119,00-03-00,FORDHAM RD,4,IRT,04/28/2017,04:00:00,REGULAR,3445586,518271
R289,R119,00-03-00,FORDHAM RD,4,IRT,04/28/2017,08:00:00,REGULAR,3446431,518310
R289,R119,00-03-00,FORDHAM RD,4,IRT,04/28/2017,12:00:00,REGULAR,3447203,518379
R289,R119,00-03-00,FORDHAM RD,4,IRT,04/28/2017,16:00:00,REGULAR,3447898,518490
R289,R119,00-03-00,FORDHAM RD,4,IRT,04/28/2017,20:00:00,REGULAR,3448535,518623
R289,R119,00-03-01,FORDHAM RD,4,IRT,04/28/2017,00:00:00,REGULAR,16117804,5433612
R289,R119,00-03-01,FORDHAM RD,4,IRT,04/28/2017,04:00:00,REGULAR,16117840,5433628
R289,R119,00-03-01,FORDHAM RD,4,IRT,04/28/2017,08:00:00,REGULAR,16118663,5433651
R289,R119,00-03-01,FORDHAM RD,4,IRT,04/28/2017,12:00:00,REGULAR,16119580,5433720
R289,R119,00-03-01,FORDHAM RD,4,IRT,04/28/2017,16:00:00,REGULAR,16120361,5433822
R289,R119,00-03-01,FORDHAM RD,4,IRT,04/28/2017,20:00:00,REGULAR,16121050,5433944
R289,R119,00-05-00,FORDHAM RD,4,IRT,04/28/2017,00:00:00,REGULAR,2715,0
R289,R119,00-05-00,FORDHAM RD,4,IRT,04/28/2017,04:00:00,REGULAR,2715,0
R289,R119,00-05-00,FORDHAM RD,4,IRT,04/28/2017,08:00:00,REGULAR,2715,0
R289,R119,00-05-00,FORDHAM RD,4,IRT,04/28/2017,12:00:00,REGULAR,2718,0
R289,R119,00-05-00,FORDHAM RD,4,IRT,04/28/2017,16:00:00,REGULAR,2719,0
R289,R119,00-05-00,FORDHAM RD,4,IRT,04/28/2017,20:00:00,REGULAR,2719,0
R289,R119,00-05-01,FORDHAM RD,4,IRT,04/28/2017,00:00:00,REGULAR,100663296,16777492
R289,R119,00-05-01,FORDHAM RD,4,IRT,04/28/2017,04:00:00,REGULAR,100663296,16777492
R289,R119,00-05-01,FORDHAM RD,4,IRT,04/28/2017,08:00:00,REGULAR,100663296,16777492
R289,R119,00-05-01,FORDHAM RD,4,IRT,04/28/2017,12:00:00,REGULAR,100663296,16777492
R289,R119,00-05-01,FORDHAM RD,4,IRT,04/28/2017,16:00:00,REGULAR,100663296,16777492
R289,R119,00-05-01,FORDHAM RD,4,IRT,04/28/2017,20:00:00,REGULAR,100663296,16777492
R290,R161,00-00-00,KINGSBRIDGE RD,4,IRT,04/28/2017,01:00:00,REGULAR,7325466,10994514
R290,R161,00-00-00,KINGSBRIDGE RD,4,IRT,04/28/2017,05:00:00,REGULAR,7325493,10994569
R290,R161,00-00-00,KINGSBRIDGE RD,4,IRT,04/28/2017,09:00:00,REGULAR,7326098,10994843
R290,R161,00-00-00,KINGSBRIDGE RD,4,IRT,04/28/2017,13:00:00,REGULAR,7326359,10995027
R290,R161,00-00-00,KINGSBRIDGE RD,4,IRT,04/28/2017,17:00:00,REGULAR,7326687,10995382
R290,R161,00-00-00,KINGSBRIDGE RD,4,IRT,04/28/2017,21:00:00,REGULAR,7326892,10995745
R290,R161,00-00-01,KINGSBRIDGE RD,4,IRT,04/28/2017,01:00:00,REGULAR,2494142,2948953
R290,R161,00-00-01,KINGSBRIDGE RD,4,IRT,04/28/2017,05:00:00,REGULAR,2494178,2948996
R290,R161,00-00-01,KINGSBRIDGE RD,4,IRT,04/28/2017,09:00:00,REGULAR,2494740,2949282
R290,R161,00-00-01,KINGSBRIDGE RD,4,IRT,04/28/2017,13:00:00,REGULAR,2495004,2949585
R290,R161,00-00-01,KINGSBRIDGE RD,4,IRT,04/28/2017,17:00:00,REGULAR,2495349,2949924
R290,R161,00-00-01,KINGSBRIDGE RD,4,IRT,04/28/2017,21:00:00,REGULAR,2495558,2950302
R290,R161,00-00-02,KINGSBRIDGE RD,4,IRT,04/28/2017,01:00:00,REGULAR,9120668,6816075
R290,R161,00-00-02,KINGSBRIDGE RD,4,IRT,04/28/2017,05:00:00,REGULAR,9120701,6816109
R290,R161,00-00-02,KINGSBRIDGE RD,4,IRT,04/28/2017,09:00:00,REGULAR,9121306,6816285
R290,R161,00-00-02,KINGSBRIDGE RD,4,IRT,04/28/2017,13:00:00,REGULAR,9121662,6816472
R290,R161,00-00-02,KINGSBRIDGE RD,4,IRT,04/28/2017,17:00:00,REGULAR,9122104,6816752
R290,R161,00-00-02,KINGSBRIDGE RD,4,IRT,04/28/2017,21:00:00,REGULAR,9122349,6817039
R290,R161,00-00-03,KINGSBRIDGE RD,4,IRT,04/28/2017,01:00:00,REGULAR,1710503,625917
R290,R161,00-00-03,KINGSBRIDGE RD,4,IRT,04/28/2017,05:00:00,REGULAR,1710554,625949
R290,R161,00-00-03,KINGSBRIDGE RD,4,IRT,04/28/2017,09:00:00,REGULAR,1711335,626058
R290,R161,00-00-03,KINGSBRIDGE RD,4,IRT,04/28/2017,13:00:00,REGULAR,1711739,626185
R290,R161,00-00-03,KINGSBRIDGE RD,4,IRT,04/28/2017,17:00:00,REGULAR,1712300,626399
R290,R161,00-00-03,KINGSBRIDGE RD,4,IRT,04/28/2017,21:00:00,REGULAR,1712632,626576
R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,04/28/2017,01:00:00,REGULAR,17270460,3297828
R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,04/28/2017,05:00:00,REGULAR,17270544,3297842
R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,04/28/2017,09:00:00,REGULAR,17271588,3297887
R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,04/28/2017,13:00:00,REGULAR,17272227,3297941
R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,04/28/2017,17:00:00,REGULAR,17273036,3298039
R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,04/28/2017,21:00:00,REGULAR,17273509,3298148
R291,R183,00-00-00,BEDFORD PK BLVD,4,IRT,04/28/2017,00:00:00,REGULAR,5722851,16899349
R291,R183,00-00-00,BEDFORD PK BLVD,4,IRT,04/28/2017,04:00:00,REGULAR,5722855,16899448
R291,R183,00-00-00,BEDFORD PK BLVD,4,IRT,04/28/2017,08:00:00,REGULAR,5722971,16899794
R291,R183,00-00-00,BEDFORD PK BLVD,4,IRT,04/28/2017,12:00:00,REGULAR,5723060,16900243
R291,R183,00-00-00,BEDFORD PK BLVD,4,IRT,04/28/2017,16:00:00,REGULAR,5723294,16900729
R291,R183,00-00-00,BEDFORD PK BLVD,4,IRT,04/28/2017,20:00:00,REGULAR,5723414,16901378
R291,R183,00-00-01,BEDFORD PK BLVD,4,IRT,04/28/2017,00:00:00,REGULAR,358551,400497
R291,R183,00-00-01,BEDFORD PK BLVD,4,IRT,04/28/2017,04:00:00,REGULAR,358557,400536
R291,R183,00-00-01,BEDFORD PK BLVD,4,IRT,04/28/2017,08:00:00,REGULAR,358795,400723
R291,R183,00-00-01,BEDFORD PK BLVD,4,IRT,04/28/2017,12:00:00,REGULAR,358990,400943
R291,R183,00-00-01,BEDFORD PK BLVD,4,IRT,04/28/2017,16:00:00,REGULAR,359342,401192
R291,R183,00-00-01,BEDFORD PK BLVD,4,IRT,04/28/2017,20:00:00,REGULAR,359626,401565
R291,R183,00-00-02,BEDFORD PK BLVD,4,IRT,04/28/2017,00:00:00,REGULAR,2784357,963267
