A069,R044,01-00-02,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,104140,45037
A069,R044,01-00-03,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,6638921,2670438
A069,R044,01-00-04,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,5415784,903199
A069,R044,01-06-00,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,2153023,18141079
A069,R044,01-06-01,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,743999784,1802617066
A071,R044,02-00-00,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,107561,50411
A071,R044,02-00-01,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,1731948,485159
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,2603790,573837
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,67283030,16807488
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,5511397,1893178
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,1716426,442972
B012,R196,00-00-00,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,1536664,1573830
B012,R196,00-00-01,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,5197749,1982177
B012,R196,00-03-00,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,966756,2370133
B013,R196,01-00-00,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,6968928,14472354
B013,R196,01-00-01,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,11860019,8849106
B013,R196,01-00-02,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,13165637,7604527
B013,R196,01-05-00,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,3931,0
B013,R196,01-05-01,PROSPECT PARK,BQS,BMT,04/28/2017,00:00:00,REGULAR,14,1702
